ID,SMILES,Manifold_X,Manifold_Y,Bioactivity_Score,LogP,TPSA,MolWt,Dipole_Proxy,Max_Partial_Charge,Balaban_J,Bertz_CT,cluster_dbscan,region_id,region_type,cx,cy,degree,deg_norm,cent_score,rep_score,is_high_activity_global_q75
0,Nc1cccc(O)c1,7.3517504,7.181257,1.656789972,0.9744,46.25,109.0527638,0.625015681,0.1171292,3.077660438,168.3883389,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.24999999999996875,0.7945009176569061,0.37962187417705584,False
1,COc1ccc2ccccc2c1,7.455242,7.9248977,9.242442703,2.8484,9.23,158.0731649,0.61574448,0.118999375,2.673996463,392.881175,0,0,hotspot,7.099879520207254,5.635156638341969,8.0,0.37499999999995315,0.6702835167196861,0.6832827631358548,True
2,CC(C)c1ccc(Cl)cc1,5.841762,8.449295,4.84862167,3.4634,0.0,154.054928,0.124912818,0.040568688,2.893762784,198.4731805,0,0,hotspot,7.099879520207254,5.635156638341969,10.0,0.6249999999999218,0.5436260405836444,0.5445326789750504,False
3,Clc1ccc2ccccc2c1,7.758453,8.0870695,5.617119208,3.4932,0.0,162.0236279,0.125508695,0.041187665,2.828901216,379.2844904,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.6336034472205216,0.45226580248612935,False
4,C#Cc1cccc(CC(=O)O)c1,6.857584,5.1201677,5.932638677,1.295,37.3,160.0524295,0.78830168,0.307315511,2.882823603,333.9369705,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.9595361789960348,0.5251664007787867,True
5,CC(C)(F)c1ccccc1,2.9808328,11.077602,6.435432135,2.8912,0.0,138.0844786,0.36927886,0.129983559,2.966043179,195.718293,1,1,hotspot,2.99682739,11.0612441,9.0,0.4999999999999375,1.0,0.7074172853999555,True
6,Cn1c(Br)nc2cncnc21,-11.917422,-0.002959403,4.802795444,1.1258,43.6,211.9697583,0.484942147,0.178651418,2.924165617,394.3816552,2,2,normal,-10.67025554347826,1.3251711124347825,8.0,0.37499999999995315,0.12609235090665338,0.34243952303196273,False
7,C#CCn1cnc2cncnc21,-7.4717536,-3.3255706,4.426375328,0.4595,43.6,158.0592462,0.466904669,0.163536589,2.641614953,437.4997407,3,3,hotspot,-7.51545176,-3.2843907299999997,5.0,0.0,0.5593583290803743,0.34486251184409455,False
8,Cn1c(CO)nc2cncnc21,-11.744623,-0.0614003,3.870656268,-0.1444,63.83,164.0698109,0.551130392,0.162698382,2.784076402,408.6986225,2,2,normal,-10.67025554347826,1.3251711124347825,5.0,0.0,0.23522406355880054,0.22539346978762467,False
9,CC(C)(N)c1ccccc1,2.976872,11.081763,3.525138268,1.8804,26.02,135.1047994,0.357046052,0.035193011,2.966043179,195.718293,1,1,hotspot,2.99682739,11.0612441,9.0,0.4999999999999375,0.9610692795114114,0.5793263145733906,False
10,CCCC(C)c1ccccc1,12.117259,1.9337927,5.671885784,3.5902,0.0,148.1252005,0.046312285,-0.019048743,2.610675164,188.4531007,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.021990732826812187,0.2709726512080162,False
11,COc1ccccc1CC(=O)O,4.404316,4.4647503,7.040233483,1.3223,46.53,166.0629942,0.803920739,0.307459511,2.8889413,280.8570663,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.5674341027663659,0.48933957014987695,True
12,COc1ncc2ncn(C)c2n1,-9.784815,2.3471205,6.100262351,0.3719,52.83,164.0698109,0.784423694,0.317690131,2.713681303,408.6986225,2,2,normal,-10.67025554347826,1.3251711124347825,6.0,0.12499999999998437,0.8820032855315311,0.5461114796994302,True
13,CC(=O)NCC(C)c1ccccc1,11.982997,2.0122569,3.39023531,1.9262,29.1,177.1153641,0.572135489,0.216392449,2.488689449,268.6785848,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.04757343797820901,0.18738144379344446,False
14,C#Cc1ccc(CN)cc1,7.2429643,6.2013016,3.747389311,1.1266,26.02,131.0734993,0.350726776,0.024229281,2.930275615,240.4259307,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.24999999999996875,0.9570861471201036,0.5120214165760067,False
15,C#CC(N)c1ccccc1,11.405125,3.5123036,6.219315557,1.3196,26.02,131.0734993,0.405763317,0.091774791,2.875859694,232.6552209,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.25940557716627577,0.32659429542985785,True
16,CC(C)c1ccc(O)cc1,6.0164003,8.29721,7.04303363,2.5156,20.23,136.088815,0.623061831,0.115095189,2.893762784,198.4731805,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.24999999999996875,0.578122430790474,0.5301580744371046,True
17,COc1ccccc1,6.829152,7.559919,5.838750569,1.6952,9.23,108.0575149,0.615126284,0.118357715,2.832085835,145.7328145,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.7320792287168733,0.4906737913750339,True
18,CC(C)c1cccc(CO)c1,6.5593686,8.466415,2.469854016,2.3023,20.23,150.1044651,0.459827264,0.068146972,2.913441904,228.0693159,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.5767506607882037,0.30931935887644657,False
19,O=C(O)C(C(=O)O)c1ccccc1,10.744602,3.8996508,2.869477425,0.9394,74.6,180.0422587,0.802303946,0.321953965,3.029904442,303.6464035,0,0,hotspot,7.099879520207254,5.635156638341969,13.0,0.999999999999875,0.38571988931185963,0.5304950637935089,False
20,O=C(O)C(Cl)c1ccccc1,10.746048,3.887995,6.758805223,2.0511,37.3,170.0134571,0.805590223,0.325698341,2.85117789,245.5287877,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.3846726444567151,0.42325400225698284,True
21,CC(C)c1cccc(F)c1,6.7590427,8.616783,8.217643063,2.9491,0.0,138.0844786,0.329993709,0.122992224,2.955063749,215.7231805,0,0,hotspot,7.099879520207254,5.635156638341969,9.0,0.4999999999999375,0.557116467935499,0.6458406629005982,True
22,Cn1c(F)nc2cncnc21,-11.934031,0.09140133,4.17587621,0.5024,43.6,152.0498244,0.578528352,0.29073175,2.924165617,394.3816552,2,2,normal,-10.67025554347826,1.3251711124347825,9.0,0.4999999999999375,0.21580916725518529,0.38177779857652017,False
23,CC(=O)Nc1cccc(O)c1,8.394031,6.898211,5.940680336,1.3506,49.33,151.0633285,0.728635646,0.22074951,2.790931451,270.5494976,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.7544775226102628,0.46397047022305504,True
24,CCc1ccc(O)cc1,6.6328626,6.2904325,5.544471526,1.9546,20.23,122.0731649,0.623061483,0.115094837,2.881555878,176.264053,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.9205621278398499,0.535447499391928,False
25,CCN1CCNC(CO)C1,21.748852,6.5307016,0.0,-0.7276,35.5,144.1262631,0.454373407,0.059669532,2.246450051,87.60689651,4,4,normal,21.6607071,6.436665240000001,5.0,0.0,8.257505790254527e-12,2.477251737076358e-12,False
26,CC(=O)NC(C(=O)O)c1ccccc1,10.578253,3.9701898,5.543261367,0.9484,66.4,193.0738932,0.809868613,0.330410813,2.889591545,334.4801644,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.4155896845425038,0.346407360042729,False
27,Oc1ccccc1Cl,4.3659825,5.0870485,4.68813276,2.0456,20.23,128.0028925,0.640062244,0.133666613,3.134861511,164.6383389,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.5923203740020264,0.4027214226005845,False
28,C=Cc1ncc2ncn(C)c2n1,-9.838484,2.4004822,5.633755141,1.0063,43.6,160.0748963,0.481438456,0.163111791,2.79284632,429.5505228,2,2,normal,-10.67025554347826,1.3251711124347825,5.0,0.0,0.8702811414411531,0.4864345480723234,False
29,COc1cccc(CN)c1,7.6513424,6.1069674,4.953814713,1.1539,35.25,137.084064,0.615439237,0.118682148,2.871145729,190.9174942,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.9336207519631059,0.47823881410891195,False
30,CCc1ccccc1CN,4.2554255,4.080542,4.273086187,1.7077,26.02,135.1047994,0.344523762,0.018035401,2.964000094,182.6381692,0,0,hotspot,7.099879520207254,5.635156638341969,8.0,0.37499999999995315,0.5173161797281354,0.4386183013984094,False
31,C=CC1CCOC1,3.0885892,-8.162445,3.462086743,1.2089,9.23,98.07316494,0.433719751,0.052904372,2.261812525,62.58027135,5,5,normal,3.8675915027777776,-9.008300347222223,5.0,0.0,0.34079296139027027,0.24072135813706724,False
32,COc1ccc(O)cc1,6.7155747,7.372627,5.150112625,1.4008,29.46,124.0524295,0.626591081,0.118628846,2.881555878,178.6125685,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.7592575898711282,0.4337817819613179,False
33,Nc1ccccc1,6.9070616,7.660172,3.970139821,1.2688,26.02,93.05784922,0.430076422,0.031347593,3.02146531,134.1073697,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.7171093824539756,0.3739384075761768,False
34,BrC1CCCCC1,3.9879081,-8.786489,5.064790097,2.714,0.0,162.0044125,0.103606897,0.014537919,2.12291795,46.14170945,5,5,normal,3.8675915027777776,-9.008300347222223,8.0,0.37499999999995315,0.9030536312127361,0.5860076932437865,False
35,Oc1ccc(O)cc1,6.4932146,7.2312937,6.917915167,1.0978,40.46,110.0367794,0.623308188,0.115345951,3.032455532,145.3883389,0,0,hotspot,7.099879520207254,5.635156638341969,9.0,0.4999999999999375,0.7711591434012603,0.6580643497003318,True
36,NCc1ccccc1Cl,4.1547194,4.13301,5.751322141,1.7987,26.02,141.0345269,0.371488303,0.045036653,3.006524007,197.8625685,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.24999999999996875,0.5066343930835373,0.4570432035650288,False
37,CCN1CCNCC1F,23.145594,12.015939,3.974664579,0.2071,15.27,132.1062766,0.477007754,0.165719724,2.297255884,87.12704562,6,6,normal,23.1524854,12.0101643,9.0,0.4999999999999375,1.0,0.6089865831599653,False
38,NCc1cccc(Cl)c1,7.7311497,6.1847053,7.603928484,1.7987,26.02,141.0345269,0.367368256,0.040871599,2.936866102,197.8625685,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.24999999999996875,0.915218303292999,0.6537226303478598,True
39,C=Cc1nc2cncnc2n1C,-11.907297,0.040655483,6.855341395,1.0063,43.6,160.0748963,0.475140418,0.162893247,2.868150205,429.5505228,2,2,normal,-10.67025554347826,1.3251711124347825,5.0,0.0,0.18818257971579633,0.3306684297147115,True
40,C=Cc1cccc(O)c1,6.9048595,7.4540553,6.179249276,2.0352,20.23,120.0575149,0.623617268,0.115672991,3.070760682,215.5625496,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.7510071108252052,0.5099721042875321,True
41,O=C(O)Cc1cccc(Cl)c1,7.0027804,5.032602,3.860565566,1.9671,37.3,170.0134571,0.788301825,0.307315657,2.790931451,270.5494976,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.952720634708628,0.47773881305256827,False
42,Oc1ccccc1,6.7848706,7.00812,2.528112479,1.3922,20.23,94.04186481,0.623041814,0.115074819,3.02146531,134.1073697,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.8206202687971897,0.3473105797991468,False
43,C#Cc1cccc(CN)c1,7.472165,6.469558,5.235499927,1.1266,26.02,131.0734993,0.35102764,0.024530844,3.012676362,257.6759307,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.9025224228431225,0.5176767239329111,False
44,CC(C)c1ccccc1F,2.6772816,4.7837553,3.521570279,2.9491,0.0,138.0844786,0.332850576,0.126155218,3.031327899,215.7231805,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.3084468827101787,0.27089687597303486,False
45,Nc1ccccc1CC(=O)O,4.6082764,4.252246,2.152219008,0.8959,63.32,151.0633285,0.78838075,0.307395535,2.857454154,270.5494976,0,0,hotspot,7.099879520207254,5.635156638341969,8.0,0.37499999999995315,0.582167766281744,0.3732390902045005,False
46,Cn1cnc2c(CO)ncnc21,-4.705377,5.3615856,3.919588802,-0.1444,63.83,164.0698109,0.552773067,0.162800302,2.808944184,408.6986225,7,7,normal,-4.63897532,5.42452347,5.0,0.0,0.24065963716167582,0.22898144322848707,False
47,CC(C)c1ccc(Br)cc1,5.9800124,8.349743,4.375651302,3.5725,0.0,198.0044125,0.076177764,0.01749551,2.893762784,198.4731805,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.24999999999996875,0.5677955221858781,0.42036470873573656,False
48,OCc1ccc(O)cc1,6.778664,6.410524,4.558144803,0.8845,40.46,124.0524295,0.62306436,0.115097739,2.881555878,178.6125685,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.9148364417791995,0.49427672465373695,False
49,NCc1ccc(F)cc1,7.3249354,6.064409,6.898242377,1.2844,26.02,125.0640775,0.44922634,0.122728862,2.881555878,180.6125685,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.973513457659801,0.605483732377908,True
50,CC(CO)c1ccccc1,12.008546,2.1187146,3.095879083,1.7824,20.23,136.088815,0.445408967,0.049657123,2.746978189,181.1795714,0,0,hotspot,7.099879520207254,5.635156638341969,13.0,0.999999999999875,0.05453552339132439,0.4401958203373474,False
51,C=Cc1ccccc1C(C)C,2.8699594,4.5734234,10.0,3.453,0.0,146.1095504,0.077170532,-0.021289301,3.117407287,245.9701524,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.3320551132477719,0.49961653397429157,True
52,NS(=O)(=O)CCN1CCNCC1,20.730068,17.566195,1.680560512,-1.8199,75.43,193.0884977,0.524027261,0.209840632,2.219614632,220.947697,8,8,normal,20.671803076923077,17.507734923076924,5.0,0.0,0.7193630266377803,0.2830313284713274,False
53,CC(C)(CO)c1ccccc1,2.9410844,11.116798,4.098616465,1.9565,20.23,150.1044651,0.447681082,0.052209804,2.928444531,213.5742034,1,1,hotspot,2.99682739,11.0612441,5.0,0.0,0.6216876855786342,0.3504509642735739,False
54,Cn1cnc2c(N)ncnc21,-4.646862,5.4156184,1.352748697,-0.0545,69.62,149.0701452,0.546375333,0.164644163,2.941490232,390.7720147,7,7,normal,-4.63897532,5.42452347,8.0,0.37499999999995315,0.9297091060161808,0.44552267968483483,False
55,O=C(O)Cc1ccccc1F,4.788653,4.4204926,7.306877373,1.4528,37.3,154.0430077,0.788410488,0.307425606,2.857454154,270.5494976,0,0,hotspot,7.099879520207254,5.635156638341969,8.0,0.37499999999995315,0.6216636518272742,0.591274190468139,True
56,CC(C)c1ccccc1CO,2.8187778,4.6835027,2.470332215,2.3023,20.23,150.1044651,0.460082738,0.068413014,3.020725786,228.0693159,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.3280070162104207,0.19721539346311634,False
57,CC(C)c1ccccc1N,2.7642188,4.740675,2.920125678,2.3922,26.02,135.1047994,0.433366198,0.034868939,3.031327899,215.7231805,0,0,hotspot,7.099879520207254,5.635156638341969,8.0,0.37499999999995315,0.3211613415848079,0.3256534295954166,False
58,CC(=O)Nc1ncc2ncn(C)c2n1,-9.659299,2.3987794,4.646108455,0.3217,72.7,191.0807099,0.549275507,0.230995893,2.489064859,489.4373377,2,2,normal,-10.67025554347826,1.3251711124347825,5.0,0.0,0.6848754629805612,0.3913069770941498,False
59,NCc1ccc(Br)cc1,7.2165027,5.9819565,2.570525704,1.9078,26.02,184.9840114,0.344259574,0.017762078,2.881555878,180.6125685,0,0,hotspot,7.099879520207254,5.635156638341969,8.0,0.37499999999995315,0.9931700566737482,0.5132720451621001,False
60,ClCn1cnc2cncnc21,-7.491248,-3.306687,4.179711557,1.0226,43.6,168.0202738,0.464437336,0.163726017,2.760004898,369.3747187,3,3,hotspot,-7.51545176,-3.2843907299999997,8.0,0.37499999999995315,0.7629141992194833,0.5085627220458142,False
61,Cn1cnc2c(Br)ncnc21,-4.5544415,5.5086894,5.20091694,1.1258,43.6,211.9697583,0.481937441,0.163627057,2.941490232,394.3816552,7,7,normal,-4.63897532,5.42452347,8.0,0.37499999999995315,8.65707505681712e-12,0.3205366776025623,False
62,CC(Br)N1CCNCC1,23.10016,20.859938,4.386349844,0.6325,15.27,192.0262105,0.376922989,0.062737734,2.228362115,79.12704562,9,9,normal,23.083309399999997,20.8197261,9.0,0.4999999999999375,0.8309497783076656,0.5747389272522634,False
63,O=C(O)C(Br)c1ccccc1,10.724701,3.8303757,7.083768157,2.2072,37.3,213.9629416,0.801495216,0.321337574,2.85117789,245.5287877,0,0,hotspot,7.099879520207254,5.635156638341969,11.0,0.7499999999999063,0.38366155203343655,0.6234491918899745,True
64,C=Cc1ccccc1O,4.0114603,4.4753876,3.396343677,2.0352,20.23,120.0575149,0.62960737,0.122272448,3.14797913,215.5625496,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.5078122437321813,0.2881974201996408,False
65,COc1ccc(CC(=O)O)cc1,6.569259,5.1556697,4.444907192,1.3223,46.53,166.0629942,0.804083011,0.307314796,2.709147824,263.6070663,0,0,hotspot,7.099879520207254,5.635156638341969,7.0,0.24999999999996875,0.9353721567952752,0.5334079347185554,False
66,OCc1ccc2ccccc2c1,7.7618713,7.88792,8.132593737,2.3321,20.23,158.0731649,0.45983885,0.06815876,2.673996463,392.881175,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.6651765207985463,0.5623567057195268,True
67,CC(C)c1ccc(N)cc1,5.9226165,8.422826,8.599205097,2.3922,26.02,135.1047994,0.430096505,0.031367945,2.893762784,198.4731805,0,0,hotspot,7.099879520207254,5.635156638341969,9.0,0.4999999999999375,0.5529766905335991,0.6598612110400266,True
68,C=CC(C)N1CCNCC1,23.04352,20.81803,4.576245618,0.4661,15.27,140.1313485,0.338969553,0.02478369,2.304451696,105.8252188,9,9,normal,23.083309399999997,20.8197261,5.0,0.0,0.8548359854495615,0.43950062035485016,False
69,C=CC(C(=O)O)c1ccccc1,10.870958,3.756806,4.471388317,2.0408,37.3,162.0680796,0.794897833,0.314348497,2.952406953,277.1498705,0,0,hotspot,7.099879520207254,5.635156638341969,5.0,0.0,0.35657049086505843,0.2858266799394996,False
70,CCN1CCNCC1OC,23.10166,12.060126,3.805983456,-0.116,24.5,144.1262631,0.487355983,0.122335538,2.340034232,85.60689651,6,6,normal,23.1524854,12.0101643,5.0,0.0,0.2522624746172689,0.22791808062516544,False
71,CCN1CCNC(N)C1,21.62222,6.397425,3.09432393,-0.8037,41.29,129.1265975,0.382592319,0.067761097,2.231651619,84.37215812,4,4,normal,21.6607071,6.436665240000001,9.0,0.4999999999999375,0.6104336768625427,0.4569030602587316,False
72,CC(C)c1ccccc1O,2.7053506,4.7150145,4.601531203,2.5156,20.23,136.088815,0.626189476,0.118524207,3.031327899,215.7231805,0,0,hotspot,7.099879520207254,5.635156638341969,9.0,0.4999999999999375,0.31075985127686234,0.4272892035030216,False
73,Oc1ccc(Br)cc1,6.4858623,7.0747848,3.087572755,2.1547,20.23,171.9523769,0.623119782,0.115154154,3.032455532,147.3883389,0,0,hotspot,7.099879520207254,5.635156638341969,6.0,0.12499999999998437,0.7947291302757331,0.3994216492827029,False
74,NCc1ccc(Cl)cc1,7.2278776,6.066574,6.610258504,1.7987,26.02,141.0345269,0.367067472,0.040569979,2.881555878,180.6125685,0,0,hotspot,7.099879520207254,5.635156638341969,8.0,0.37499999999995315,0.9792501303803394,0.6706853792740614,True
75,C#CCCN1CCNCC1,20.729895,17.56595,1.637342499,-0.0851,15.27,138.1156984,0.335581766,0.021395138,2.086202268,119.7095059,8,8,normal,20.671803076923077,17.507734923076924,5.0,0.0,0.7204115083958531,0.2816171524787494,False
76,CC(CN)c1ccccc1,12.172774,2.1206825,7.080023087,1.7488,26.02,135.1047994,0.328785328,-0.001089812,2.746978189,181.1795714,0,0,hotspot,7.099879520207254,5.635156638341969,11.0,0.7499999999999063,0.03250648767972919,0.5179528697838622,True
77,CCN1CCNC(O)C1,21.729921,6.5056214,3.377222551,-0.7701,35.5,130.1106131,0.494542482,0.117293841,2.231651619,87.12704562,4,4,normal,21.6607071,6.436665240000001,9.0,0.4999999999999375,0.2575328931899733,0.36234876999695975,False
78,Cn1cnc2cnc(O)nc21,-9.719096,2.3102238,5.507909594,0.0689,63.83,150.0541608,0.794419224,0.315459031,2.873085923,394.3816552,2,2,normal,-10.67025554347826,1.3251711124347825,12.0,0.8749999999998906,0.8544201322822659,0.7391424234446249,False
79,CC(C)c1cccc(O)c1,6.7854075,8.614201,5.007991608,2.5156,20.23,136.088815,0.623316634,0.115360432,2.955063749,215.7231805,0,0,hotspot,7.099879520207254,5.635156638341969,8.0,0.37499999999995315,0.5580179171450156,0.4802250394634706,False
